material,ID,Date,OrderID,Product,Quantity,Factory,Workstation,ManufacturerID,ManufacturerNameID,QualityControlID,QualityNameID,TeamLeaderID,TeamNameID,ImagePath,Prediction,Confidence
ORD5100_2024-01-14,11,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\100.png,1,0.977910578250885
ORD5100_2024-01-14,12,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\101.png,1,0.9764627814292908
ORD5100_2024-01-14,13,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\102.png,1,0.9808948040008544
ORD5100_2024-01-14,14,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\103.png,1,0.9829667806625366
ORD5100_2024-01-14,15,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\104.png,1,0.986348569393158
ORD5100_2024-01-14,16,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\105.png,1,0.986385464668274
ORD5100_2024-01-14,17,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\106.png,1,0.9830719232559204
ORD5100_2024-01-14,18,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\107.png,1,0.9789773225784302
ORD5100_2024-01-14,19,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\108.png,1,0.9680162072181702
ORD5100_2024-01-14,20,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\109.png,1,0.9487642645835876
ORD5100_2024-01-14,21,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\11.png,1,0.926054298877716
ORD5100_2024-01-14,22,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\110.png,1,0.9131479859352112
ORD5100_2024-01-14,23,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\111.png,1,0.9182970523834229
ORD5100_2024-01-14,24,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\112.png,1,0.919483482837677
ORD5100_2024-01-14,25,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\113.png,1,0.9163281321525574
ORD5100_2024-01-14,26,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\114.png,1,0.8995751142501831
ORD5100_2024-01-14,27,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\115.png,1,0.9158204197883606
ORD5100_2024-01-14,28,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\116.png,1,0.9159400463104248
ORD5100_2024-01-14,29,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\117.png,1,0.9399069547653198
ORD5100_2024-01-14,30,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\118.png,1,0.9309319257736206
ORD5100_2024-01-14,31,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\119.png,1,0.9324299693107604
ORD5100_2024-01-14,32,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\12.png,1,0.9430528283119202
ORD5100_2024-01-14,33,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\120.png,1,0.9486445784568788
ORD5100_2024-01-14,34,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\121.png,1,0.955758810043335
ORD5100_2024-01-14,35,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\122.png,1,0.950268030166626
ORD5100_2024-01-14,36,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\123.png,1,0.949658989906311
ORD5100_2024-01-14,37,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\124.png,1,0.9543423652648926
ORD5100_2024-01-14,38,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\125.png,1,0.9668633341789246
ORD5100_2024-01-14,39,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\126.png,1,0.9604693055152892
ORD5100_2024-01-14,40,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\127.png,1,0.9595807790756226
ORD5100_2024-01-14,41,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\128.png,1,0.9333341717720032
ORD5100_2024-01-14,42,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\129.png,1,0.9370728135108948
ORD5100_2024-01-14,43,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\13.png,1,0.945957899093628
ORD5100_2024-01-14,44,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\130.png,1,0.9173705577850342
ORD5100_2024-01-14,45,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\131.png,1,0.9272132515907288
ORD5100_2024-01-14,46,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\132.png,1,0.9022967219352722
ORD5100_2024-01-14,47,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\133.png,1,0.8861375451087952
ORD5100_2024-01-14,48,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\134.png,1,0.8265841007232666
ORD5100_2024-01-14,49,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\135.png,1,0.7925211191177368
ORD5100_2024-01-14,50,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\136.png,1,0.8206076622009277
ORD5100_2024-01-14,51,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\137.png,1,0.8071814775466919
ORD5100_2024-01-14,52,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\138.png,1,0.8706237077713013
ORD5100_2024-01-14,53,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\139.png,1,0.907701313495636
ORD5100_2024-01-14,54,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\14.png,1,0.956019163131714
ORD5100_2024-01-14,55,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\140.png,1,0.9385344386100768
ORD5100_2024-01-14,56,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\141.png,1,0.9396743774414062
ORD5100_2024-01-14,57,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\142.png,1,0.9516611695289612
ORD5100_2024-01-14,58,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\143.png,1,0.9522466659545898
ORD5100_2024-01-14,59,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\144.png,1,0.9541167616844176
ORD5100_2024-01-14,60,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\145.png,1,0.9466059803962708
ORD5100_2024-01-14,61,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\146.png,1,0.9613596200942992
ORD5100_2024-01-14,62,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\147.png,1,0.9484588503837584
ORD5100_2024-01-14,63,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\148.png,1,0.9307287335395812
ORD5100_2024-01-14,64,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\149.png,1,0.9389661550521852
ORD5100_2024-01-14,65,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\15.png,1,0.9593803286552428
ORD5100_2024-01-14,66,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\150.png,1,0.930746853351593
ORD5100_2024-01-14,67,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\151.png,1,0.9317359924316406
ORD5100_2024-01-14,68,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\152.png,1,0.9404597282409668
ORD5100_2024-01-14,69,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\153.png,1,0.956517457962036
ORD5100_2024-01-14,70,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\154.png,1,0.9603080153465272
ORD5100_2024-01-14,71,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\155.png,1,0.9591856002807616
ORD5100_2024-01-14,72,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\156.png,1,0.9622278809547424
ORD5100_2024-01-14,73,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\157.png,1,0.9618788361549376
ORD5100_2024-01-14,74,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\158.png,1,0.9648304581642152
ORD5100_2024-01-14,75,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\159.png,1,0.9683439135551452
ORD5100_2024-01-14,76,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\16.png,1,0.9635661840438844
ORD5100_2024-01-14,77,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\160.png,1,0.9766689538955688
ORD5100_2024-01-14,78,2024-01-14,ORD5100,Camera,947.0,CH2,FP-FinalQC-Visual,ID_1077,劉昊低,ID_1033,周興喘,ID_1049,劉翔翔,C:/Users/a2778/OneDrive/桌面/結訓專題-CNN圖像識別/風扇良率判定資訊查詢系統window/photo/新增資料夾\161.png,1,0.9815800189971924
